"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Materials/Wood.Wood","0","0","21","1","0.000000","0","0"
"/Game/Materials/Blue.Blue","0","0","21","1","0.000000","0","0"
"/Game/Meshes/Storeroom_textures.Storeroom_textures","0","0","21","1","0.000000","0","0"
"/Game/Materials/HUD_Textures/Carta_01_Mat.Carta_01_Mat","0","0","48","1","0.000000","0","0"
"/Game/Materials/Highlight.Highlight","0","0","4","1","0.000000","0","0"
"/Game/Materials/Glass.Glass","0","0","42","1","0.000000","0","0"
"/Game/Materials/C12.C12","0","0","21","1","0.000000","0","0"
"/Game/Materials/Alpha.Alpha","0","0","40","1","0.000000","0","0"
"/Game/Materials/3DCam_Mat.3DCam_Mat","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/wall_05_kitchen_bathroom_storeroom_texture.wall_05_kitchen_bathroom_storeroom_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/wall_03_and_04_texture.wall_03_and_04_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/wall_01_and_02_texture.wall_01_and_02_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/second_floor_texture.second_floor_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/second_floor_rooms_texture.second_floor_rooms_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/roof_texture.roof_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/lambert1.lambert1","0","0","12","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/first_floor_and_stairs_texture.first_floor_and_stairs_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/90_wall_05_kitchen_bathroom_storeroom_texture.90_wall_05_kitchen_bathroom_storeroom_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/90_wall_03_and_04_texture.90_wall_03_and_04_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/90_wall_01_and_02_texture.90_wall_01_and_02_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/90_second_floor_texture.90_second_floor_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/90_second_floor_rooms_texture.90_second_floor_rooms_texture","0","0","27","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/House/90_first_floor_and_stairs_texture.90_first_floor_and_stairs_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/tv_room_texture.tv_room_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/Storeroom_textures.Storeroom_textures","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/Master_Bedroom_texture.Master_Bedroom_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/lambert24.lambert24","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/lambert23.lambert23","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/Kitchen_texture.Kitchen_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/Kitchen_tasks_texture.Kitchen_tasks_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/Dining_Room_and_Corridor_texture.Dining_Room_and_Corridor_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/christmas_texture.christmas_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/Bedroom_Boy_texture.Bedroom_Boy_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1993/Bathrooms_texture.Bathrooms_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1978/tv_room_texture.tv_room_texture","0","0","27","1","0.000000","0","27"
"/Game/Geometry/TimeLoop/Furniture_1978/Trash_Task_texture.Trash_Task_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/Storeroom_textures.Storeroom_textures","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1978/Master_Bedroom_texture.Master_Bedroom_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/Kitchen_texture.Kitchen_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/Kitchen_tasks_texture.Kitchen_tasks_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/Guardrail_texture.Guardrail_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/door_frame_texture.door_frame_texture","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1978/Dog_Task_texture.Dog_Task_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/Dining_Room_and_Corridor_texture.Dining_Room_and_Corridor_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/Curtain.Curtain","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Furniture_1978/Bedroom_Boy_texture.Bedroom_Boy_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/Furniture_1978/Bathrooms_texture.Bathrooms_texture","0","0","21","1","0.000000","0","21"
"/Game/Geometry/TimeLoop/lambert1.lambert1","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Door_Boy.Door_Boy","0","0","21","1","0.000000","0","0"
"/Game/Geometry/TimeLoop/Door.Door","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Assets/will_text_Mat.will_text_Mat","0","0","12","1","0.000000","0","0"
